respondent_id,churned,age,gender,loyalty_level,how_long_a_customer,how_far_away,feel_valued_as_customer,get_often_inspiration,good_product_overview,pick_up_flexibility,fair_prices,looking_forward_to_the_next_12_months,see_improvements_recently,informed_about_new_products,find_productst_i_want,i_enjoy_buying
22547,0,1,2,,2,2,2,2,4,2,1,2,2,,2,2
22548,0,0,2,1,2,,2,2,4,2,2,2,1,,2,2
22549,1,4,2,1,4,4,1,1,1,1,2,1,1,2,1,1
2255,0,5,1,1,7,2,1,1,1,1,1,1,1,,1,1
22550,0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1
22551,0,6,2,1,7,1,2,2,2,2,2,4,2,,2,2
22552,0,3,1,2,2,1,1,1,2,1,5,1,2,,1,2
22553,0,5,2,,7,2,1,1,1,1,2,1,1,,1,1
22554,0,2,1,,2,1,1,1,2,1,1,1,1,,1,1
22555,0,5,1,1,1,1,1,2,2,1,2,1,1,1,1,1
22556,1,3,2,1,5,3,2,3,2,1,2,2,2,,1,2
22557,1,5,2,1,8,1,3,3,4,1,5,3,1,,3,3
22558,0,5,,1,6,2,5,5,1,1,1,1,1,,5,1
22559,0,2,1,1,3,4,1,2,4,1,2,1,2,,2,2
2256,1,2,1,1,2,2,3,3,2,2,3,4,2,,3,3
22560,0,6,2,1,3,2,2,2,3,2,2,4,2,,2,2
22561,0,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
22562,0,5,2,1,7,1,1,4,2,4,1,1,1,2,1,2
22563,0,5,2,1,3,,1,1,2,1,1,1,1,,1,1
22564,0,2,2,,1,1,1,1,1,1,1,2,1,,1,1
22565,1,2,,1,2,2,2,3,2,3,2,2,2,,2,2
22566,1,5,1,1,2,3,2,1,2,1,3,4,1,1,2,2
22567,1,6,2,1,5,1,2,1,2,2,4,2,2,2,2,4
22568,0,3,1,,8,2,1,1,1,1,1,1,1,,1,1
22569,0,6,1,1,6,5,1,1,1,1,1,2,1,,1,1
2257,1,5,2,1,6,3,2,2,1,3,2,1,1,4,2,2
22570,0,1,2,,2,2,1,2,1,1,1,1,1,,1,1
22571,1,4,2,1,6,1,1,1,1,1,1,1,1,1,1,1
22572,1,5,2,1,1,1,2,3,2,2,2,3,1,,2,1
22573,1,6,5,1,3,,1,2,5,1,2,3,1,2,2,1
22574,0,5,1,1,1,1,1,2,2,1,1,1,1,,2,2
22575,1,5,2,1,3,,4,2,2,1,1,3,2,2,2,2
22576,0,0,2,1,0,3,2,3,2,2,2,3,2,,2,2
22577,1,2,1,1,2,2,1,3,1,3,4,4,2,,2,2
22578,1,4,2,1,3,1,4,2,1,2,1,2,1,4,1,1
22579,1,5,2,1,8,3,5,2,2,2,5,2,2,,5,2
2258,0,3,2,1,2,2,4,5,4,2,2,4,2,4,2,2
22580,0,5,1,1,1,1,1,2,2,4,1,1,1,,1,1
22581,1,1,1,,1,5,4,4,3,5,1,4,1,,2,4
22582,0,5,1,,4,1,1,2,3,2,2,2,1,,1,1
22583,0,5,2,1,4,2,1,1,1,1,1,2,1,1,1,1
22584,0,5,2,1,5,2,1,1,2,1,1,1,2,,1,1
22585,0,2,2,,2,3,2,3,4,1,1,4,1,,2,1
22586,0,2,2,1,1,1,2,2,1,1,1,2,1,,2,2
22587,1,5,,1,6,1,2,5,5,2,1,2,1,2,2,2
22588,0,5,2,1,5,4,2,2,2,1,2,2,2,2,3,1
22589,0,2,1,1,2,4,1,3,3,1,1,2,1,,2,1
2259,0,5,2,1,4,1,2,1,5,1,1,4,1,,2,1
22590,1,2,1,,2,3,1,1,1,1,1,2,1,,1,1
22591,1,2,,1,3,1,3,3,2,4,2,3,3,,4,4
22592,1,6,1,1,3,1,2,2,2,2,2,2,2,2,2,2
22593,1,2,2,1,3,2,1,3,1,1,1,1,1,3,3,1
22594,0,3,2,1,1,1,1,1,1,1,1,1,1,,1,1
22595,0,1,2,1,1,2,2,2,2,3,1,1,1,1,1,1
22596,0,2,3,1,2,,1,1,2,2,1,2,1,1,1,2
22597,1,3,1,2,4,3,4,4,2,5,2,3,1,2,2,2
22598,0,4,2,1,3,1,2,2,2,2,2,1,2,2,2,2
22599,0,3,1,1,3,1,1,2,2,1,1,4,1,,1,1
226,0,5,2,1,6,1,1,1,2,1,1,2,1,1,1,2
2260,1,5,2,,2,3,2,1,4,3,2,4,2,,3,3
22600,0,3,1,,2,2,1,1,2,1,1,2,1,,1,1
22601,1,4,1,1,4,4,1,1,1,1,1,1,1,,1,1
22602,0,3,1,,1,3,1,1,1,2,1,1,1,,1,1
22603,1,2,2,,2,2,4,3,3,2,4,2,1,,3,3
22604,0,2,2,1,1,1,2,2,1,5,2,2,1,,4,1
22605,0,1,1,1,1,2,3,2,3,3,1,4,1,,1,2
22606,0,5,2,1,2,1,3,2,2,2,2,2,2,3,2,2
22607,1,2,,1,3,,4,4,4,2,5,3,2,4,5,4
22608,1,5,1,1,5,2,1,2,2,2,1,2,1,1,1,1
22609,1,0,0,1,0,0,5,3,5,2,2,3,1,,4,5
2261,1,2,,,2,4,4,4,5,2,5,2,1,,2,3
22610,0,4,2,2,7,3,1,1,1,1,1,1,1,,1,1
22611,1,6,2,1,8,1,5,2,1,1,5,3,1,5,5,5
22612,0,2,1,1,1,5,2,5,4,1,1,2,2,,5,3
22613,0,3,2,2,1,4,1,1,1,1,1,1,1,,2,1
22614,1,2,2,1,2,1,5,5,4,1,2,3,2,,4,5
22615,0,5,2,1,7,1,2,1,3,1,4,1,2,1,1,1
22616,0,5,1,1,1,1,1,1,1,1,1,1,1,,2,1
22617,0,3,2,,4,2,2,2,2,4,3,1,2,,2,2
22618,1,4,2,1,3,2,2,3,2,2,4,3,2,,2,2
22619,1,2,1,1,2,3,4,5,2,2,1,4,1,,5,1
2262,0,3,1,1,4,,5,2,4,2,1,3,2,,2,2
22620,0,3,1,1,3,1,2,2,2,2,1,1,2,1,1,2
22621,0,2,1,1,2,1,1,1,2,5,2,3,2,5,4,2
22622,0,3,,1,4,1,4,2,2,2,1,3,1,,1,4
22623,0,5,2,1,4,3,1,1,1,1,1,1,1,,1,1
22624,0,2,1,1,2,3,5,2,2,2,1,3,2,,5,5
22625,0,3,2,1,3,2,1,1,1,1,1,1,1,1,1,1
22626,1,3,1,1,4,3,4,2,3,1,1,3,2,4,2,2
22627,0,2,1,1,2,3,1,1,1,1,1,1,1,,1,1
22628,0,4,2,3,4,3,1,1,1,1,1,1,1,,1,1
22629,0,2,2,1,1,3,1,1,2,1,1,1,2,,1,1
2263,1,5,2,,2,1,1,1,2,1,1,1,2,,1,1
22630,0,3,2,1,2,1,1,1,2,1,1,1,1,,2,1
22631,1,2,1,,2,2,3,4,4,1,2,3,1,,2,3
22632,0,5,2,1,8,2,2,2,1,1,5,3,1,1,4,2
22633,0,2,2,1,2,3,1,1,1,1,1,1,1,,1,1
22634,0,3,2,1,4,2,4,2,2,2,3,2,2,2,2,2
22635,0,5,2,1,5,2,1,1,1,1,1,1,1,,1,1
22636,1,2,1,1,2,2,1,1,1,1,1,1,1,,1,1
22637,0,6,1,1,1,1,3,3,1,2,1,1,1,3,2,3
22638,0,4,1,1,1,2,3,3,4,1,2,4,1,,1,2
22639,1,3,1,1,2,1,2,1,4,1,1,1,2,,2,2
2264,0,4,1,1,4,2,2,2,4,1,3,3,2,3,2,2
22640,0,5,2,1,7,,1,1,2,1,1,1,1,1,1,1
22641,1,3,1,1,3,5,1,1,1,1,5,3,5,1,4,5
22642,1,4,1,1,5,3,5,5,5,5,5,2,2,,5,5
22643,0,2,1,1,2,3,1,1,1,1,1,1,1,,1,1
22644,0,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1
22645,0,2,2,1,2,3,1,1,1,1,1,1,1,,1,1
22646,0,2,1,1,1,2,3,2,2,1,2,4,2,2,3,4
22647,0,3,2,1,3,2,2,4,5,2,5,3,2,,3,2
22648,0,5,2,1,8,2,2,2,2,4,2,4,2,3,4,3
22649,0,2,2,1,1,2,1,1,1,1,1,1,1,,1,1
2265,0,2,2,1,3,2,4,2,2,1,1,2,1,,2,2
22650,0,2,1,,1,2,4,2,3,4,3,4,1,,3,3
22651,0,2,2,1,2,2,1,1,1,1,1,1,1,,1,1
22652,0,6,2,1,2,1,2,1,2,1,1,2,1,1,1,1
22653,1,2,1,1,2,3,1,1,1,1,1,1,1,,1,1
22654,1,2,1,1,3,1,2,2,3,2,3,1,2,,3,2
22655,0,6,1,1,4,1,1,1,1,1,1,1,1,1,1,1
22656,0,3,1,2,3,2,1,1,1,1,1,1,1,,1,1
22657,0,2,2,1,1,2,2,3,1,1,1,1,1,2,2,1
22658,1,2,1,1,1,3,2,2,1,2,2,2,1,,4,2
22659,0,2,1,1,1,2,1,1,1,1,1,1,1,,1,1
2266,0,4,2,2,7,4,1,1,1,1,2,1,1,,1,1
22660,0,4,2,1,2,1,2,2,2,2,1,4,1,,2,2
22661,1,4,2,,3,1,1,1,1,1,1,1,1,,1,1
22662,0,4,2,1,1,2,2,3,2,1,1,1,1,1,2,2
22663,0,6,2,1,6,2,1,1,1,1,1,1,1,,1,1
22664,0,2,2,1,2,4,4,1,2,4,2,1,2,,4,2
22665,0,6,1,1,5,1,2,2,2,1,1,2,2,,2,2
22666,1,2,1,1,3,2,2,1,3,1,1,2,1,,2,2
22667,0,2,1,1,1,4,1,1,1,1,1,1,1,,1,1
22668,0,5,2,1,6,2,1,1,1,1,1,2,1,,1,1
22669,0,3,1,1,2,2,1,1,1,1,1,2,1,5,1,1
2267,0,3,3,1,2,2,1,4,2,1,1,1,1,,2,2
22670,1,3,2,1,3,2,1,1,1,1,1,2,1,,3,1
22671,0,5,2,1,4,4,5,4,4,3,3,2,1,,5,2
22672,0,4,1,1,3,2,2,1,1,1,1,2,1,,1,1
22673,0,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1
22674,1,3,1,1,1,2,1,1,1,1,1,1,1,,1,1
22675,1,4,,1,1,,5,5,5,5,5,3,5,5,5,5
22676,0,5,2,1,6,1,1,1,1,1,1,4,1,,1,1
22677,0,4,2,1,2,4,1,1,2,1,1,1,1,,1,1
22678,0,5,1,1,2,2,1,1,1,1,1,4,1,5,1,1
22679,1,1,2,1,2,3,2,2,2,2,2,2,2,,2,2
2268,1,3,2,1,4,1,4,5,5,5,5,2,2,4,5,3
22680,0,2,,,3,,4,3,4,1,2,2,1,,3,2
22681,0,3,1,1,3,4,1,1,1,1,1,1,1,,1,1
22682,0,1,1,1,1,2,1,1,1,1,1,1,1,,1,1
22683,1,3,1,,5,2,5,2,5,2,5,2,2,,5,5
22684,1,2,2,1,2,4,1,1,1,1,1,1,1,,1,1
22685,1,1,1,,1,2,2,3,3,4,2,2,1,,1,2
22686,1,2,2,1,2,2,2,2,2,2,1,4,2,,2,2
22687,1,4,1,1,3,2,5,1,1,5,4,2,1,1,1,5
22688,1,3,1,1,3,,1,1,1,1,1,1,1,1,1,1
22689,0,4,2,,4,2,2,4,3,1,4,1,1,,2,1
2269,1,4,1,1,4,2,4,5,5,2,1,4,1,5,5,5
22690,1,4,,1,6,,5,1,5,1,1,3,1,,1,1
22691,1,2,1,1,2,1,2,2,2,2,1,2,2,4,4,2
22692,0,5,2,,2,3,1,1,1,1,2,1,1,,1,1
22693,0,3,1,1,2,3,3,3,3,2,2,2,2,,2,3
22694,1,2,3,1,3,3,4,5,5,3,4,3,3,,4,5
22695,0,4,1,1,3,1,1,1,1,4,1,1,1,,1,1
22696,1,5,1,1,2,2,3,2,3,2,2,2,2,3,2,3
22697,0,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1
22698,0,4,1,1,2,2,1,1,1,1,1,3,1,5,1,1
22699,0,6,2,1,8,1,1,2,2,1,1,1,1,1,1,1
227,1,2,2,,3,2,5,1,1,5,5,2,1,,4,2
2270,0,6,2,1,4,4,1,1,1,1,1,1,1,,1,2
22700,1,5,1,1,6,3,5,4,5,5,5,3,2,5,2,5
22701,0,4,2,1,2,3,2,2,2,2,2,2,2,,1,2
22702,1,2,1,1,2,3,5,1,1,5,1,4,1,5,5,5
22703,1,5,2,1,4,2,2,4,2,2,2,2,2,2,2,2
22704,0,3,1,1,1,2,1,1,1,1,1,2,1,5,1,1
22705,0,2,2,1,2,1,1,1,1,1,1,1,1,,1,1
22706,0,5,,1,3,,2,2,4,1,2,3,1,,2,3
22707,0,5,2,2,1,3,1,1,1,1,1,4,1,,1,1
22708,1,1,1,,1,3,2,3,2,4,2,4,1,,2,1
22709,0,2,2,,1,3,2,2,2,2,4,2,2,,2,2
2271,1,4,1,1,4,2,5,4,4,3,4,3,1,,4,4
22710,0,6,2,1,5,2,1,3,1,2,4,2,1,2,1,1
22711,0,5,2,1,7,3,1,3,2,1,3,1,1,,1,1
22712,0,4,2,,2,1,2,1,2,1,1,1,1,,2,1
22713,0,2,2,,1,2,1,4,4,2,4,1,2,,2,1
22714,1,2,1,,3,2,2,4,4,1,2,2,2,,4,3
22715,0,5,1,1,4,1,1,1,3,1,1,1,1,,1,1
22716,0,1,1,,1,1,1,3,3,2,1,4,1,,2,1
22717,0,3,2,1,2,2,1,1,1,2,1,2,1,1,1,1
22718,0,3,1,1,2,2,2,5,5,5,1,3,1,,2,2
22719,1,2,2,1,2,1,4,3,3,4,2,4,2,,2,2
2272,1,2,2,1,3,2,1,2,1,1,1,1,1,2,1,1
22720,0,3,1,1,2,1,5,4,3,5,4,3,1,,1,2
22721,0,2,2,,1,1,2,2,2,2,2,2,2,,2,2
22722,1,2,1,1,3,4,2,4,2,1,1,3,3,,2,4
22723,0,2,2,1,2,3,1,1,4,4,1,2,1,,2,1
22724,0,6,2,1,8,1,1,2,1,1,1,2,1,,1,2
22725,0,3,2,1,2,1,1,1,2,1,2,1,1,1,1,2
22726,0,6,2,1,8,1,1,1,1,1,1,4,1,1,1,2
22727,0,4,1,,4,2,2,4,1,2,2,1,1,,1,1
22728,0,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1
22729,1,2,2,,4,1,1,1,2,1,3,2,2,,2,2
2273,0,5,,1,1,1,2,4,4,2,2,2,2,,2,3
22730,0,3,1,1,4,4,2,2,2,2,2,1,2,2,2,2
22731,0,5,,1,8,2,2,2,2,2,2,2,2,,2,2
22732,1,1,1,,1,5,4,4,4,5,5,2,2,,5,5
22733,1,2,2,1,1,1,4,4,1,1,1,2,1,,4,4
22734,0,5,2,1,2,1,1,2,2,1,1,2,1,,1,1
22735,0,6,1,1,5,1,1,1,1,1,1,3,1,1,1,1
22736,1,5,2,1,6,1,5,5,4,4,5,3,4,5,5,5
22737,0,1,2,1,1,3,2,1,2,1,2,2,1,,2,1
22738,1,2,2,1,3,4,1,2,1,1,2,1,1,,2,1
22739,1,3,1,,4,2,2,1,1,1,4,1,2,,2,1
2274,0,3,1,1,2,1,2,2,2,1,1,1,1,,2,1
22740,1,5,1,1,2,2,5,5,4,4,3,3,2,5,4,4
22741,0,3,2,1,1,2,1,1,1,1,1,1,1,,1,1
22742,0,2,1,1,1,1,1,1,1,1,1,2,1,,2,3
22743,0,5,2,1,6,3,1,1,2,1,1,1,1,,1,1
22744,1,4,1,1,6,,1,1,2,1,1,1,1,2,1,1
22745,0,3,1,1,1,1,1,3,3,2,2,1,1,,2,1
22746,0,5,1,,1,2,1,3,2,1,4,1,1,,2,1
22747,0,5,1,1,3,2,2,2,2,1,2,1,1,,1,1
22748,0,2,2,1,2,1,5,5,4,1,1,1,2,,2,1
22749,1,2,2,2,2,3,5,5,2,2,5,3,2,,5,5
2275,0,5,2,1,6,1,1,1,1,1,2,1,1,,1,1
22750,0,1,2,1,1,2,2,2,2,1,1,2,1,,2,1
22751,1,5,,1,7,,2,2,2,1,2,2,2,,3,3
22752,1,3,2,1,3,2,4,1,2,4,5,1,1,,1,1
22753,0,4,1,2,1,2,1,2,1,1,1,1,1,,1,1
22754,0,1,2,1,1,3,2,2,3,2,1,2,1,2,1,1
22755,0,3,1,1,4,1,1,1,1,1,1,1,1,,1,2
22756,0,5,2,1,4,1,4,2,2,1,2,4,2,2,2,1
22757,1,6,1,1,4,2,3,1,4,1,4,3,1,3,1,3
22758,1,2,2,,3,2,2,5,3,1,1,2,1,,2,2
22759,0,2,2,,3,1,1,2,2,2,1,2,1,,2,1
2276,1,6,2,1,8,1,2,1,2,2,1,2,1,2,2,2
22760,1,2,1,1,3,1,3,5,2,4,1,3,2,,2,2
22761,1,6,2,1,8,1,2,1,2,1,1,4,1,4,1,4
22762,0,2,2,1,2,4,1,1,1,1,1,1,1,,1,1
22763,1,2,1,1,2,3,4,1,2,3,2,2,3,,3,5
22764,0,3,2,3,4,1,2,1,2,1,2,1,1,1,2,2
22765,0,2,2,1,1,1,1,1,2,2,3,2,2,3,2,2
22766,0,3,1,1,1,2,1,1,1,1,1,1,1,,1,1
22767,0,2,1,1,1,3,1,1,1,1,1,1,1,,1,1
22768,0,6,1,1,6,5,1,1,1,1,1,1,1,,1,1
22769,0,6,1,1,4,3,1,1,1,1,1,1,1,1,1,1
2277,0,5,2,1,8,1,4,3,4,3,4,3,3,3,3,3
22770,1,5,2,1,4,1,2,2,4,2,2,1,2,2,2,2
22771,1,5,2,,6,3,1,1,2,2,4,1,1,,2,2
22772,0,5,1,1,4,5,3,1,1,1,1,1,1,,2,2
22773,0,5,2,,1,1,2,2,3,3,2,2,2,,2,2
22774,1,5,2,1,4,2,1,3,2,3,2,1,1,,1,1
22775,0,5,2,1,7,1,2,2,2,2,1,2,1,,2,2
22776,0,5,1,1,8,1,1,1,1,1,1,1,1,1,1,1
22777,0,1,2,,1,1,1,2,1,1,1,1,1,,1,1
22778,1,4,1,1,5,,4,3,2,1,3,2,1,4,2,1
22779,0,1,1,1,1,1,3,2,3,1,2,1,1,1,2,2
2278,0,2,1,1,2,1,1,1,1,1,1,1,1,,1,1
22780,0,5,2,,2,1,1,1,3,2,3,1,1,,1,1
22781,1,3,1,2,3,3,2,3,2,3,1,4,2,,1,2
22782,0,1,1,,2,1,4,1,4,1,5,1,2,,5,4
22783,1,5,1,1,6,1,2,2,2,1,2,3,1,1,2,2
22784,1,2,1,1,1,1,2,5,4,2,2,2,1,,2,4
22785,0,5,1,1,4,1,1,1,1,1,2,3,1,1,1,1
22786,0,2,2,1,2,1,1,2,2,1,1,4,2,2,1,2
22787,0,3,2,1,2,2,0,0,0,0,0,1,0,0,0,0
22788,1,1,,,2,2,2,5,2,2,4,2,1,,4,4
22789,0,5,2,3,1,4,2,2,1,1,2,1,1,1,2,1
2279,1,5,2,,1,2,1,1,2,2,1,1,1,,2,1
22790,0,1,,1,4,5,2,4,4,2,2,3,1,4,3,3
22791,1,2,4,,2,3,1,4,2,2,1,1,1,,1,2
22792,0,4,1,1,4,3,1,4,1,1,1,1,1,2,1,1
22793,0,5,2,3,1,1,2,2,2,3,2,1,1,3,2,2
22794,1,5,,1,3,1,3,2,2,1,2,3,1,,2,2
22795,0,4,1,1,4,1,2,2,2,2,2,2,2,2,2,2
22796,0,6,2,1,2,1,2,3,3,2,1,1,1,,3,1
22797,0,6,1,1,6,3,2,2,2,1,2,3,1,,3,3
22798,1,3,2,,4,4,4,1,2,1,4,2,1,,2,1
22799,0,5,1,1,8,1,3,2,2,3,2,3,2,3,3,3
228,0,5,2,1,4,1,2,3,2,2,4,3,2,2,4,4
2280,1,4,1,1,8,1,5,5,4,2,2,3,2,5,5,5
22800,0,4,2,,2,,2,2,4,2,5,2,1,,2,2
22801,0,5,2,1,8,5,2,2,2,2,2,1,2,,3,2
22802,0,2,1,1,3,1,1,1,1,1,1,4,1,1,1,1
22803,0,3,2,,2,1,1,1,1,1,1,2,1,,1,1
22804,0,2,4,1,2,2,5,5,5,5,5,2,5,5,5,5
22805,1,2,1,,3,3,2,2,2,1,1,2,1,,2,1
22806,0,5,2,1,8,,1,1,3,1,2,3,1,,1,1
22807,1,5,1,1,8,2,1,1,5,1,1,3,1,,4,1
22808,1,4,1,1,2,1,2,2,2,2,1,1,2,2,1,1
22809,1,3,2,,3,3,2,4,2,1,1,2,1,,2,4
2281,1,4,2,,6,2,4,4,4,2,5,1,2,,2,4
22810,0,3,2,1,3,1,1,1,1,1,1,1,1,,1,1
22811,0,4,1,1,4,2,2,2,2,2,3,2,2,2,2,2
22812,1,2,1,1,3,3,4,5,4,2,2,3,2,2,4,5
22813,0,2,,,1,5,3,1,3,4,3,4,1,,2,2
22814,0,1,1,,1,6,1,2,1,1,1,1,1,,2,1
22815,1,4,2,1,5,5,1,2,2,1,4,2,2,3,2,1
22816,0,2,2,1,2,,2,3,3,4,3,2,3,1,4,4
22817,0,2,1,,2,2,2,1,1,1,2,1,1,,2,1
22818,1,5,2,1,6,1,2,2,3,2,2,1,1,1,1,2
22819,0,6,2,1,8,1,1,2,2,1,1,1,1,,1,1
2282,0,3,1,1,3,4,2,2,2,1,2,2,2,2,2,2
22820,0,3,1,1,2,2,2,2,2,2,3,3,2,2,2,2
22821,1,5,1,1,6,3,3,5,5,2,3,3,2,,5,5
22822,0,5,2,1,4,,2,2,3,1,1,4,2,3,2,2
22823,1,1,1,,2,1,1,5,4,2,4,2,1,,4,1
22824,1,3,1,1,5,1,4,5,5,1,2,3,2,4,4,5
22825,0,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1
22826,1,1,2,,2,2,2,4,2,4,1,1,2,,2,1
22827,0,5,2,1,4,3,1,1,1,1,2,1,1,2,1,1
22828,1,2,1,1,1,1,2,2,4,1,1,4,3,2,2,2
22829,0,4,1,1,2,2,2,3,2,3,2,2,2,2,2,2
2283,0,5,2,1,6,1,1,1,1,1,1,1,1,,2,1
22830,1,3,2,,3,1,1,5,2,1,2,1,2,,2,4
22831,1,4,1,1,3,5,1,2,1,2,2,3,2,2,1,1
22832,0,5,2,1,1,1,2,1,1,2,1,2,1,2,2,1
22833,1,4,1,1,5,2,3,2,2,2,2,2,1,,2,3
22834,0,2,2,1,2,3,2,4,4,4,4,4,4,3,4,4
22835,1,2,2,1,3,2,4,2,2,3,1,1,2,2,2,2
22836,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1
22837,0,3,1,1,3,2,2,2,2,2,2,4,2,2,2,2
22838,0,3,2,1,1,3,1,2,2,1,1,1,1,,2,1
22839,1,2,1,1,2,4,1,1,1,5,5,3,1,1,5,5
2284,1,4,2,1,6,2,5,1,4,1,2,3,4,,2,2
22840,0,6,1,1,7,2,1,2,2,1,1,1,1,1,1,1
22841,0,4,1,1,2,3,2,2,4,2,2,4,2,2,2,2
22842,1,1,1,1,2,4,2,4,2,2,2,2,2,,2,2
22843,1,2,1,1,2,3,4,5,5,2,3,3,1,,4,5
22844,0,5,,2,4,2,1,1,1,1,5,2,1,,1,1
22845,0,3,1,1,3,2,2,2,2,2,2,2,2,3,2,2
22846,0,3,1,1,1,4,1,1,1,1,1,1,1,,1,1
22847,0,5,2,1,5,2,1,1,4,1,1,1,1,1,1,1
22848,0,3,2,1,2,1,1,1,3,1,1,2,1,,1,1
22849,0,0,2,1,7,2,2,2,2,1,2,1,1,1,1,2
2285,0,5,2,1,4,3,3,1,4,2,2,4,1,,2,2
22850,0,4,2,1,4,2,4,2,2,4,4,3,2,,4,4
22851,1,2,2,,2,1,5,2,4,1,4,2,2,,4,5
22852,0,6,1,1,7,4,1,3,3,1,1,1,1,1,1,1
22853,0,1,1,1,1,3,2,4,1,1,1,4,1,4,2,2
22854,0,3,1,1,5,2,1,2,2,1,1,4,2,,2,2
22855,0,3,1,1,2,1,1,2,1,4,1,2,1,,1,1
22856,0,4,2,1,3,1,1,1,1,1,1,1,1,,1,1
22857,0,4,,1,2,,4,4,2,2,2,2,1,2,1,2
22858,0,1,4,1,2,1,5,5,1,1,1,1,1,1,2,3
22859,0,5,1,1,5,1,4,2,5,5,1,3,1,,1,1
2286,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1
22860,0,3,2,,2,2,3,3,2,1,2,4,2,,2,1
22861,1,6,1,3,1,4,1,5,5,1,5,3,1,1,5,5
22862,0,6,2,1,1,3,1,1,1,1,1,1,1,,1,1
22863,0,1,2,,1,1,1,1,1,1,1,1,1,,1,1
22864,1,4,1,1,6,,2,1,2,2,2,1,1,2,2,2
22865,0,2,1,1,1,2,1,4,2,1,1,1,2,,2,2
22866,0,1,2,,2,1,1,2,1,1,3,1,2,,1,1
22867,0,2,1,1,2,2,1,4,1,1,1,1,1,,1,2
22868,1,2,2,1,3,1,4,2,2,5,1,2,2,2,2,3
22869,1,4,1,1,3,1,2,4,4,1,1,3,1,1,1,4
2287,0,5,2,1,8,1,4,2,2,2,2,2,2,,2,3
22870,1,5,1,1,6,4,4,1,2,2,2,2,1,,1,4
22871,0,2,,,2,2,2,4,4,1,2,1,3,,4,2
22872,0,2,1,1,1,1,1,1,1,1,1,1,1,,1,1
22873,0,2,1,1,3,2,1,1,1,1,1,1,1,,2,4
22874,0,3,1,1,5,2,2,2,2,1,4,2,1,,2,1
22875,0,4,2,3,6,3,2,2,2,2,1,2,2,2,1,1
22876,0,1,2,1,2,1,2,2,2,1,1,1,1,,2,2
22877,1,5,2,1,2,2,2,4,2,2,1,2,1,3,2,1
22878,1,2,,1,1,,3,1,2,2,3,2,2,,1,3
22879,1,5,2,3,4,2,2,1,1,1,2,4,1,1,1,1
2288,0,4,1,,3,4,1,1,3,2,1,4,1,,1,2
22880,1,3,1,1,5,2,2,2,1,1,4,4,1,,4,1
22881,0,5,2,,4,2,1,2,2,2,4,2,1,,2,2
22882,0,2,2,1,4,1,2,1,1,1,1,2,1,,1,1
22883,0,5,2,1,1,2,1,4,2,2,1,2,1,,1,1
22884,0,1,2,1,1,2,2,3,2,1,1,1,1,1,1,1
22885,0,5,2,1,4,1,2,1,2,1,1,1,1,,1,1
22886,1,5,2,1,2,1,1,2,4,2,1,2,1,,1,1
22887,0,6,2,1,5,1,1,1,1,1,1,1,1,,1,1
22888,1,5,2,1,5,2,5,5,5,2,2,3,2,,5,4
22889,0,3,2,2,2,3,2,1,3,1,2,1,2,,2,1
2289,0,5,2,2,4,2,1,1,1,2,2,1,1,,1,1
22890,0,4,2,1,4,3,1,1,1,1,1,2,1,1,1,1
22891,0,4,2,,5,5,2,2,5,4,2,1,2,,1,1
22892,1,3,2,1,1,1,3,2,2,5,1,4,1,3,2,2
22893,1,3,2,1,3,1,5,5,4,5,2,2,1,5,5,4
22894,0,1,2,,1,1,1,1,1,1,1,1,1,,1,1
22895,0,5,2,3,5,3,2,2,3,1,1,1,1,,3,1
22896,0,1,1,,2,3,4,1,3,3,4,2,3,,2,1
22897,0,2,2,1,1,3,1,2,2,1,1,1,1,,1,1
22898,1,5,,1,6,2,2,2,3,2,1,2,1,,1,2
22899,0,2,2,,2,6,1,1,2,1,1,1,1,,1,1
229,1,3,2,,4,2,5,3,2,5,5,1,2,,5,2
2290,0,4,2,,5,1,1,2,4,1,5,3,1,,1,2
22900,0,5,2,1,8,1,1,1,1,1,1,1,1,,1,1
22901,0,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1
22902,0,1,2,1,1,2,5,2,3,5,1,2,1,,4,1
22903,0,2,2,,2,5,4,2,3,1,4,4,4,,3,2
22904,1,1,2,1,1,1,2,3,2,1,1,1,1,1,3,2
22905,0,3,1,1,1,,1,1,1,1,1,1,1,,1,1
22906,0,6,1,,4,2,1,1,1,1,1,1,1,,1,1
22907,0,4,1,1,2,1,1,1,1,1,1,2,1,,1,1
22908,1,2,2,1,4,3,2,2,4,1,2,1,1,,1,2
22909,0,2,1,1,3,2,1,1,1,1,1,2,1,1,1,1
2291,1,4,2,1,4,5,3,3,3,3,2,3,3,3,3,3
22910,0,1,2,,1,1,1,1,1,1,1,1,1,,2,1
22911,1,3,1,,5,2,4,4,1,4,5,2,2,,5,3
22912,0,5,2,1,2,1,4,1,2,1,1,1,1,,4,2
